WELL,DEPTH,FACIES,FORMATION,GR,HC,ILD,NPHI,PERM,PHIE,RHOB,SW,VSH
15/9-F-15,2352.7512,,Skade Fm,27.3899,0.0,0.2892,0.660624,23.6826,0.233386,1.7988,1.0,0.222047
15/9-F-15,2352.9036,,Skade Fm,26.9547,0.0,0.2921,0.660631,23.9979,0.234624,1.7988,1.0,0.21792
15/9-F-15,2353.056,,Skade Fm,26.2454,0.0,0.2975,0.660638,24.5173,0.236642,1.7988,1.0,0.211192
15/9-F-15,2353.2084,,Skade Fm,24.6837,0.0,0.3183,0.660645,25.6846,0.241086,1.7988,1.0,0.19638
15/9-F-15,2353.3608,,Skade Fm,24.5883,0.0,0.2855,0.660653,25.7569,0.241357,1.7988,1.0,0.195475
15/9-F-15,2353.5132,,Skade Fm,25.238,0.0,0.3123,0.66066,25.2665,0.239509,1.7988,1.0,0.201638
15/9-F-15,2353.6656,,Skade Fm,26.4958,0.0,0.2883,0.660667,24.3332,0.23593,1.7988,1.0,0.213567
15/9-F-15,2353.818,,Skade Fm,26.6806,0.0,0.2932,0.660674,24.1979,0.235404,1.7988,1.0,0.21532
15/9-F-15,2353.9704,,Skade Fm,27.3124,0.0,0.3137,0.660682,23.7385,0.233606,1.7988,1.0,0.221312
15/9-F-15,2354.1228,,Skade Fm,26.2215,0.0,0.3052,0.660689,24.5349,0.23671,1.7988,1.0,0.210966
15/9-F-15,2354.2752,,Skade Fm,26.2693,0.0,0.3387,0.660696,24.4997,0.236574,1.7988,1.0,0.211419
15/9-F-15,2354.4276,,Skade Fm,25.5003,0.0,0.2893,0.660703,25.0702,0.238762,1.7988,1.0,0.204125
15/9-F-15,2354.58,,Skade Fm,26.0368,0.0,0.2952,0.660711,24.6713,0.237236,1.7988,1.0,0.209214
15/9-F-15,2354.7324,,Skade Fm,25.9414,0.0,0.3218,0.660718,24.742,0.237507,1.7988,1.0,0.208309
15/9-F-15,2354.8848,,Skade Fm,26.7043,0.0,0.3209,0.660725,24.1805,0.235336,1.7988,1.0,0.215545
15/9-F-15,2355.0372,,Skade Fm,28.3674,0.0,0.3336,0.660732,22.9832,0.230604,1.7988,1.0,0.231319
15/9-F-15,2355.1896,,Skade Fm,30.5788,0.0,0.287,0.66074,21.4474,0.224312,1.7988,1.0,0.252293
15/9-F-15,2355.342,,Skade Fm,31.2226,0.0,0.3255,0.660747,21.0122,0.22248,1.7988,1.0,0.258399
15/9-F-15,2355.4944,,Skade Fm,30.0185,0.0,0.3246,0.660754,21.8305,0.225906,1.7988,1.0,0.246979
15/9-F-15,2355.6468,,Skade Fm,25.3095,0.0,0.299,0.660762,25.2129,0.239305,1.7988,1.0,0.202316
15/9-F-15,2355.7992,,Skade Fm,24.0876,0.0,0.2874,0.660769,26.1387,0.242782,1.7988,1.0,0.190726
15/9-F-15,2355.9516,,Skade Fm,23.9148,0.0,0.3154,0.660776,26.2712,0.243274,1.7988,1.0,0.189088
15/9-F-15,2356.104,,Skade Fm,26.4302,0.0,0.3353,0.660783,24.3814,0.236116,1.7988,1.0,0.212945
15/9-F-15,2356.2564,,Skade Fm,26.3587,0.0,0.3263,0.660791,24.4339,0.23632,1.7988,1.0,0.212267
15/9-F-15,2356.4088,,Skade Fm,26.0487,0.0,0.3099,0.660798,24.6626,0.237202,1.7988,1.0,0.209326
15/9-F-15,2356.5612,,Skade Fm,25.5718,0.0,0.288,0.660805,25.0168,0.238559,1.7988,1.0,0.204804
15/9-F-15,2356.7136,,Skade Fm,24.493,0.0,0.2854,0.660812,25.8293,0.241628,1.7988,1.0,0.194572
15/9-F-15,2356.866,,Skade Fm,24.3618,0.0,0.3125,0.66082,25.9292,0.242002,1.7988,1.0,0.193327
15/9-F-15,2357.0184,,Skade Fm,23.9565,0.0,0.3301,0.660827,26.2392,0.243155,1.7988,1.0,0.189483
15/9-F-15,2357.1708,,Skade Fm,22.8121,0.0,0.2957,0.660834,27.1266,0.246412,1.7988,1.0,0.178628
15/9-F-15,2357.3232,,Skade Fm,23.2711,0.0,0.3047,0.660841,26.7685,0.245105,1.7988,1.0,0.182982
15/9-F-15,2357.4756,,Skade Fm,26.2454,0.0,0.3339,0.660849,24.5173,0.236642,1.7988,1.0,0.211192
15/9-F-15,2357.628,,Skade Fm,28.7132,0.0,0.3141,0.660856,22.7389,0.229621,1.7988,1.0,0.234598
15/9-F-15,2357.7804,,Skade Fm,28.2959,0.0,0.3129,0.660863,23.034,0.230808,1.7988,1.0,0.230641
15/9-F-15,2357.9328,,Skade Fm,27.1574,0.0,0.3067,0.66087,23.8507,0.234047,1.7988,1.0,0.219842
15/9-F-15,2358.0852,,Skade Fm,28.4151,0.0,0.2949,0.660878,22.9495,0.230469,1.7988,1.0,0.231771
15/9-F-15,2358.2376,,Skade Fm,30.1854,0.0,0.3488,0.660885,21.7159,0.225431,1.7988,1.0,0.248562
15/9-F-15,2358.39,,Skade Fm,31.4491,0.0,0.4025,0.660892,20.8604,0.221836,1.7988,1.0,0.260547
15/9-F-15,2358.5424,,Skade Fm,30.4775,0.0,0.3055,0.6609,21.5164,0.2246,1.7988,1.0,0.251332
15/9-F-15,2358.6948,,Skade Fm,29.0052,0.0,0.2956,0.660907,22.5337,0.22879,1.7988,1.0,0.237368
15/9-F-15,2358.8472,,Skade Fm,28.3972,0.0,0.3307,0.660914,22.9622,0.23052,1.7988,1.0,0.231601
15/9-F-15,2358.9996,,Skade Fm,30.251,0.0,0.3272,0.660921,21.671,0.225245,1.7988,1.0,0.249184
15/9-F-15,2359.152,,Skade Fm,33.2909,0.0,0.3313,0.660929,19.6501,0.216595,1.7988,1.0,0.278016
15/9-F-15,2359.3044,,Skade Fm,32.1047,0.0,0.3644,0.660936,20.4245,0.21997,1.7988,1.0,0.266766
15/9-F-15,2359.4568,,Skade Fm,28.6178,0.0,0.3691,0.660943,22.8062,0.229892,1.7988,1.0,0.233693
15/9-F-15,2359.6092,,Skade Fm,26.1739,0.0,0.3898,0.66095,24.5701,0.236846,1.7988,1.0,0.210514
15/9-F-15,2359.7616,,Skade Fm,30.5014,0.0,0.3406,0.660958,21.5001,0.224532,1.7988,1.0,0.251558
15/9-F-15,2359.914,,Skade Fm,38.6257,0.0,0.3424,0.660965,16.3861,0.201415,1.7988,1.0,0.328615
15/9-F-15,2360.0664,,Skade Fm,46.2911,0.0,0.6129,0.660972,12.3037,0.179604,1.7988,1.0,0.401319
15/9-F-15,2360.2188,,Skade Fm,46.7739,0.0,0.9236,0.660979,12.0697,0.178231,1.7988,1.0,0.405898
15/9-F-15,2360.3712,,Skade Fm,43.6266,0.0,0.6052,0.660987,13.6435,0.187186,1.7988,1.0,0.376047
15/9-F-15,2360.5236,,Skade Fm,43.8473,0.0,2.0159,0.660994,39.299,0.186558,1.7988,0.586743,0.37814
15/9-F-15,2360.676,,Skade Fm,47.7455,0.0,1.5877,0.661001,24.429,0.175466,1.7988,0.689303,0.415113
15/9-F-15,2360.8284,,Skade Fm,52.1266,0.0,0.3267,0.661009,9.65412,0.163,1.7988,1.0,0.456666
15/9-F-15,2360.9808,,Skade Fm,49.5158,0.0,0.1035,0.661016,10.792,0.170429,1.7988,1.0,0.431904
15/9-F-15,2361.1332,,Skade Fm,43.2452,0.0,0.2983,0.661023,13.8421,0.188271,1.7988,1.0,0.372429
15/9-F-15,2361.2856,,Skade Fm,34.8347,0.0,0.3198,0.66103,18.6689,0.212202,1.7988,1.0,0.292659
15/9-F-15,2361.438,,Skade Fm,28.6535,0.0,0.1,0.661038,22.781,0.22979,1.7988,1.0,0.234032
15/9-F-15,2361.5904,,Skade Fm,24.9281,0.0,0.1336,0.661045,25.4998,0.240391,1.7988,1.0,0.198698
15/9-F-15,2361.7428,,Skade Fm,23.5035,0.0,0.1574,0.661052,26.5883,0.244444,1.7988,1.0,0.185187
15/9-F-15,2361.8952,,Skade Fm,23.2949,0.0,0.307,0.661059,26.7501,0.245038,1.7988,1.0,0.183208
15/9-F-15,2362.0476,,Skade Fm,24.1413,0.0,0.4613,0.661067,26.0976,0.242629,1.7988,1.0,0.191236
15/9-F-15,2362.2,,Skade Fm,26.0845,0.0,0.4996,0.661074,24.6361,0.2371,1.7988,1.0,0.209666
15/9-F-15,2362.3524,,Skade Fm,27.4972,0.0,0.4199,0.661081,23.6052,0.23308,1.7988,1.0,0.223065
15/9-F-15,2362.5048,,Skade Fm,28.3198,0.0,0.3128,0.661089,23.017,0.23074,1.7988,1.0,0.230867
15/9-F-15,2362.6572,,Skade Fm,27.8548,0.0,0.3582,0.661096,23.3484,0.232063,1.7988,1.0,0.226457
15/9-F-15,2362.8096,,Skade Fm,26.7521,0.0,0.3746,0.661103,24.1456,0.235201,1.7988,1.0,0.215998
15/9-F-15,2362.962,,Skade Fm,26.3468,0.0,0.349,0.66111,24.4427,0.236354,1.7988,1.0,0.212154
15/9-F-15,2363.1144,,Skade Fm,25.9772,0.0,0.3286,0.661118,24.7155,0.237406,1.7988,1.0,0.208648
15/9-F-15,2363.2668,,Skade Fm,26.0904,0.0,0.3076,0.661125,24.6317,0.237083,1.7988,1.0,0.209723
15/9-F-15,2363.4192,,Skade Fm,24.9341,0.0,0.3328,0.661132,25.4953,0.240374,1.7988,1.0,0.198755
15/9-F-15,2363.5716,,Skade Fm,24.3559,0.0,0.3288,0.661139,25.9337,0.242019,1.7988,1.0,0.193271
15/9-F-15,2363.724,,Skade Fm,24.2248,0.0,0.2971,0.661147,26.0338,0.242392,1.7988,1.0,0.192027
15/9-F-15,2363.8764,,Skade Fm,24.9341,0.0,0.2834,0.661154,25.4953,0.240374,1.7988,1.0,0.198755
15/9-F-15,2364.0288,,Skade Fm,26.4004,0.0,0.3158,0.661161,24.4033,0.236201,1.7988,1.0,0.212662
15/9-F-15,2364.1812,,Skade Fm,27.9502,0.0,0.2768,0.661169,23.2802,0.231792,1.7988,1.0,0.227361
15/9-F-15,2364.3336,,Skade Fm,28.6416,0.0,0.262,0.661176,22.7893,0.229824,1.7988,1.0,0.23392
15/9-F-15,2364.486,,Skade Fm,28.4449,0.0,0.3043,0.661183,22.9283,0.230384,1.7988,1.0,0.232054
15/9-F-15,2364.6384,,Skade Fm,27.7535,0.0,0.273,0.66119,23.421,0.232351,1.7988,1.0,0.225496
15/9-F-15,2364.7908,,Skade Fm,26.6209,0.0,0.299,0.661198,24.2415,0.235574,1.7988,1.0,0.214754
15/9-F-15,2364.9432,,Skade Fm,25.3871,0.0,0.2825,0.661205,25.1548,0.239084,1.7988,1.0,0.203052
15/9-F-15,2365.0956,,Grid Fm,24.9818,0.0,0.2705,0.661212,25.4593,0.240238,1.7988,1.0,0.199208
15/9-F-15,2365.248,,Grid Fm,24.6718,0.0,0.2795,0.661219,25.6936,0.24112,1.7988,1.0,0.196267
15/9-F-15,2365.4004,,Grid Fm,24.1473,0.0,0.3642,0.661227,26.093,0.242612,1.7988,1.0,0.191292
15/9-F-15,2365.5528,,Grid Fm,23.581,0.0,0.326,0.661234,26.5284,0.244223,1.7988,1.0,0.185922
15/9-F-15,2365.7052,,Grid Fm,23.5035,0.0,0.3364,0.661241,26.5883,0.244444,1.7988,1.0,0.185187
15/9-F-15,2365.8576,,Grid Fm,24.3678,0.0,0.3554,0.661249,25.9246,0.241985,1.7988,1.0,0.193384
15/9-F-15,2366.01,,Grid Fm,25.5838,0.0,0.4598,0.661256,25.0079,0.238525,1.7988,1.0,0.204917
15/9-F-15,2366.1624,,Grid Fm,25.9414,0.0,0.4245,0.661263,24.742,0.237507,1.7988,1.0,0.208309
15/9-F-15,2366.3148,,Grid Fm,27.1634,0.0,0.4555,0.66127,23.8464,0.23403,1.7988,1.0,0.219899
15/9-F-15,2366.4672,,Grid Fm,27.1156,0.0,0.4053,0.661278,23.881,0.234166,1.7988,1.0,0.219446
15/9-F-15,2366.6196,,Grid Fm,26.3706,0.0,0.3695,0.661285,24.4251,0.236286,1.7988,1.0,0.21238
15/9-F-15,2366.772,,Grid Fm,24.5824,0.0,0.4476,0.661292,25.7614,0.241374,1.7988,1.0,0.19542
15/9-F-15,2366.9244,,Grid Fm,24.8745,0.0,0.45,0.661299,25.5402,0.240543,1.7988,1.0,0.19819
15/9-F-15,2367.0768,,Grid Fm,26.4063,0.0,0.4386,0.661307,24.3989,0.236184,1.7988,1.0,0.212719
15/9-F-15,2367.2292,,Grid Fm,26.8832,0.0,0.4891,0.661314,24.05,0.234828,1.7988,1.0,0.217241
15/9-F-15,2367.3816,,Grid Fm,25.9772,0.0,0.4345,0.661321,24.7155,0.237406,1.7988,1.0,0.208648
15/9-F-15,2367.534,,Grid Fm,26.8117,0.0,0.3999,0.661329,24.1021,0.235031,1.7988,1.0,0.216563
15/9-F-15,2367.6864,,Grid Fm,29.2079,0.0,0.4641,0.661336,22.392,0.228213,1.7988,1.0,0.239291
15/9-F-15,2367.8388,,Grid Fm,30.6623,0.0,0.4885,0.661343,21.3906,0.224075,1.7988,1.0,0.253085
15/9-F-15,2367.9912,,Grid Fm,30.3344,0.0,0.4662,0.66135,21.614,0.225007,1.7988,1.0,0.249975
15/9-F-15,2368.1436,,Grid Fm,31.0318,0.0,0.4959,0.661358,21.1406,0.223023,1.7988,1.0,0.25659
15/9-F-15,2368.296,,Grid Fm,35.246,0.0,0.4752,0.661365,18.4126,0.211032,1.7988,1.0,0.296559
15/9-F-15,2368.4484,,Grid Fm,44.1751,0.0,0.5991,0.661372,13.3609,0.185625,1.7988,1.0,0.381249
15/9-F-15,2368.6008,,Grid Fm,54.2247,0.0,0.856,0.66138,8.79428,0.15703,1.7988,1.0,0.476566
15/9-F-15,2368.7532,,Grid Fm,64.8526,0.0,0.5345,0.661387,5.15172,0.12679,1.7988,1.0,0.577368
15/9-F-15,2368.9056,,Grid Fm,68.6674,0.0,0.6753,0.661394,4.11888,0.115935,1.7988,1.0,0.61355
15/9-F-15,2369.058,,Grid Fm,66.3487,0.0,0.6232,0.661401,4.73013,0.122533,1.7988,1.0,0.591558
15/9-F-15,2369.2104,,Grid Fm,61.1629,0.0,0.6405,0.661409,6.2853,0.137288,1.7988,1.0,0.542373
15/9-F-15,2369.3628,,Grid Fm,58.6952,0.0,0.6942,0.661416,7.12005,0.14431,1.7988,1.0,0.518967
15/9-F-15,2369.5152,,Grid Fm,60.9126,0.0,0.5524,0.661423,6.36714,0.138001,1.7988,1.0,0.539998
15/9-F-15,2369.6676,,Grid Fm,63.8512,0.0,0.4613,0.661431,5.44606,0.129639,1.7988,1.0,0.56787
15/9-F-15,2369.82,,Grid Fm,65.687,0.0,0.4129,0.661438,4.91392,0.124415,1.7988,1.0,0.585282
15/9-F-15,2369.9724,,Grid Fm,64.0299,0.0,0.405,0.661445,5.3928,0.12913,1.7988,1.0,0.569565
15/9-F-15,2370.1248,,Grid Fm,62.4146,0.0,0.4386,0.661452,5.88556,0.133727,1.7988,1.0,0.554244
15/9-F-15,2370.2772,,Grid Fm,62.7305,0.0,0.4756,0.66146,5.78716,0.132828,1.7988,1.0,0.557241
15/9-F-15,2370.4296,,Grid Fm,62.9273,0.0,0.4806,0.661467,5.72637,0.132268,1.7988,1.0,0.559107
15/9-F-15,2370.582,,Grid Fm,59.2078,0.0,0.461,0.661474,6.94149,0.142851,1.7988,1.0,0.523829
15/9-F-15,2370.7344,,Grid Fm,61.0616,0.0,0.4743,0.661481,6.31835,0.137577,1.7988,1.0,0.541411
15/9-F-15,2370.8868,,Grid Fm,64.6201,0.0,0.4904,0.661489,5.21919,0.127451,1.7988,1.0,0.575162
15/9-F-15,2371.0392,,Grid Fm,70.1396,0.0,0.5173,0.661496,3.75684,0.111746,1.7988,1.0,0.627513
15/9-F-15,2371.1916,,Grid Fm,71.2841,0.0,0.5336,0.661503,3.4891,0.10849,1.7988,1.0,0.638368
15/9-F-15,2371.344,,Grid Fm,71.1172,0.0,0.5051,0.661511,3.52741,0.108965,1.7988,1.0,0.636785
15/9-F-15,2371.4964,,Grid Fm,72.6014,0.0,0.5034,0.661518,3.19549,0.104741,1.7988,1.0,0.650862
15/9-F-15,2371.6488,,Grid Fm,71.5165,0.0,0.4969,0.661525,3.43616,0.107828,1.7988,1.0,0.640573
15/9-F-15,2371.8012,,Grid Fm,71.6894,0.0,0.4801,0.661533,3.39711,0.107336,1.7988,1.0,0.642212
15/9-F-15,2371.9536,,Grid Fm,71.6954,0.0,0.4241,0.66154,3.39576,0.107319,1.7988,1.0,0.642269
15/9-F-15,2372.106,,Grid Fm,71.6119,0.0,0.4183,0.661547,3.41458,0.107557,1.7988,1.0,0.641477
15/9-F-15,2372.2584,,Grid Fm,68.4886,0.0,0.5006,0.661554,4.16422,0.116444,1.7988,1.0,0.611854
15/9-F-15,2372.4108,,Grid Fm,64.4472,0.0,0.5471,0.661562,5.26969,0.127943,1.7988,1.0,0.573523
15/9-F-15,2372.5632,,Grid Fm,59.2913,0.0,0.4964,0.661569,6.91268,0.142614,1.7988,1.0,0.524621
15/9-F-15,2372.7156,,Grid Fm,59.6489,0.0,0.4834,0.661576,6.79004,0.141596,1.7988,1.0,0.528012
15/9-F-15,2372.868,,Grid Fm,59.7622,0.0,0.4049,0.661584,6.75146,0.141274,1.7988,1.0,0.529087
15/9-F-15,2373.0204,,Grid Fm,60.853,0.0,0.4943,0.661591,6.38672,0.13817,1.7988,1.0,0.539433
15/9-F-15,2373.1728,,Grid Fm,62.3968,0.0,0.6198,0.661598,5.89113,0.133777,1.7988,1.0,0.554075
15/9-F-15,2373.3252,,Grid Fm,65.7765,0.0,0.6516,0.661605,4.88883,0.124161,1.7988,1.0,0.58613
15/9-F-15,2373.4776,,Grid Fm,68.9058,0.0,0.5078,0.661613,4.05889,0.115257,1.7988,1.0,0.615811
15/9-F-15,2373.63,,Grid Fm,70.4258,0.0,0.4604,0.66162,3.68878,0.110932,1.7988,1.0,0.630227
15/9-F-15,2373.7824,,Grid Fm,72.2676,0.0,0.4504,0.661627,3.26843,0.105691,1.7988,1.0,0.647696
15/9-F-15,2373.9348,,Grid Fm,74.5029,0.0,0.4148,0.661635,2.79868,0.0993309,1.7988,1.0,0.668897
15/9-F-15,2374.0872,,Grid Fm,77.7753,0.0,0.4446,0.661642,2.18819,0.0900195,1.7988,1.0,0.699935
15/9-F-15,2374.2396,,Grid Fm,79.2058,0.0,0.452,0.661649,1.94916,0.0859492,1.7988,1.0,0.713503
15/9-F-15,2374.392,,Grid Fm,76.6546,0.0,0.3717,0.661656,2.38715,0.0932083,1.7988,1.0,0.689306
15/9-F-15,2374.5444,,Grid Fm,71.5344,0.0,0.3495,0.661664,3.4321,0.107777,1.7988,1.0,0.640742
15/9-F-15,2374.6968,,Grid Fm,65.5559,0.0,0.5544,0.661671,4.95083,0.124788,1.7988,1.0,0.584039
15/9-F-15,2374.8492,,Grid Fm,67.821,0.0,0.514,0.661678,4.33614,0.118343,1.7988,1.0,0.605522
15/9-F-15,2375.0016,,Grid Fm,72.8279,0.0,0.3435,0.661686,3.14657,0.104097,1.7988,1.0,0.65301
15/9-F-15,2375.154,,Grid Fm,77.4057,0.0,0.3284,0.661693,2.25266,0.0910712,1.7988,1.0,0.696429
15/9-F-15,2375.3064,,Grid Fm,78.4071,0.0,0.3525,0.6617,2.08057,0.0882218,1.7988,1.0,0.705927
15/9-F-15,2375.4588,,Grid Fm,78.9614,0.0,0.3389,0.661707,1.98882,0.0866445,1.7988,1.0,0.711185
15/9-F-15,2375.6112,,Grid Fm,80.8747,0.0,0.3728,0.661715,1.69098,0.0812004,1.7988,1.0,0.729332
15/9-F-15,2375.7636,,Grid Fm,83.2829,0.0,0.3607,0.661722,1.3565,0.0743482,1.7988,1.0,0.752173
15/9-F-15,2375.916,,Grid Fm,83.8849,0.0,0.3795,0.661729,1.27971,0.0726354,1.7988,1.0,0.757882
15/9-F-15,2376.0684,,Grid Fm,84.171,0.0,0.3821,0.661737,1.24415,0.0718211,1.7988,1.0,0.760596
15/9-F-15,2376.2208,,Grid Fm,83.6882,0.0,0.3319,0.661744,1.3045,0.0731949,1.7988,1.0,0.756017
15/9-F-15,2376.3732,,Grid Fm,83.7299,0.0,0.372,0.661751,1.29922,0.0730763,1.7988,1.0,0.756412
15/9-F-15,2376.5256,,Grid Fm,81.2145,0.0,0.3825,0.661758,1.64109,0.0802336,1.7988,1.0,0.732555
15/9-F-15,2376.678,,Grid Fm,74.6876,0.0,0.3887,0.661766,2.7618,0.0988053,1.7988,1.0,0.670649
15/9-F-15,2376.8304,,Grid Fm,68.6137,0.0,0.4284,0.661773,4.13247,0.116088,1.7988,1.0,0.613041
15/9-F-15,2376.9828,,Grid Fm,66.3129,0.0,0.3649,0.66178,4.73997,0.122635,1.7988,1.0,0.591218
15/9-F-15,2377.1352,,Grid Fm,68.9475,0.0,0.4217,0.661788,4.04846,0.115138,1.7988,1.0,0.616207
15/9-F-15,2377.2876,,Grid Fm,70.4913,0.0,0.4017,0.661795,3.67329,0.110745,1.7988,1.0,0.630849
15/9-F-15,2377.44,,Grid Fm,71.5165,0.0,0.4313,0.661802,3.43616,0.107828,1.7988,1.0,0.640573
15/9-F-15,2377.5924,,Grid Fm,75.0036,0.0,0.3882,0.66181,2.6994,0.0979061,1.7988,1.0,0.673646
15/9-F-15,2377.7448,,Grid Fm,76.5116,0.0,0.3486,0.661817,2.41329,0.0936153,1.7988,1.0,0.687949
15/9-F-15,2377.8972,,Grid Fm,77.8766,0.0,0.3225,0.661824,2.17072,0.0897314,1.7988,1.0,0.700895
15/9-F-15,2378.0496,,Grid Fm,78.115,0.0,0.3542,0.661831,2.12992,0.089053,1.7988,1.0,0.703157
15/9-F-15,2378.202,,Grid Fm,81.2145,0.0,0.3961,0.661839,1.64109,0.0802336,1.7988,1.0,0.732555
15/9-F-15,2378.3544,,Grid Fm,83.4737,0.0,0.427,0.661846,1.33187,0.0738054,1.7988,1.0,0.753982
15/9-F-15,2378.5068,,Grid Fm,82.4127,0.0,0.4059,0.661853,1.47228,0.0768243,1.7988,1.0,0.743919
15/9-F-15,2378.6592,,Grid Fm,81.1669,0.0,0.3821,0.661861,1.64803,0.0803692,1.7988,1.0,0.732103
15/9-F-15,2378.8116,,Grid Fm,84.6956,0.0,0.3667,0.661868,1.18051,0.0703285,1.7988,1.0,0.765572
15/9-F-15,2378.964,,Grid Fm,89.923,0.0,0.4428,0.661875,0.651753,0.0554544,1.7988,1.0,0.815152
15/9-F-15,2379.1164,,Grid Fm,91.5324,0.0,0.4439,0.661883,0.525421,0.0508752,1.7988,1.0,0.830416
15/9-F-15,2379.2688,,Grid Fm,90.0661,0.0,0.4243,0.66189,0.639861,0.0550475,1.7988,1.0,0.816508
15/9-F-15,2379.4212,,Grid Fm,88.6356,0.0,0.4176,0.661897,0.764783,0.0591178,1.7988,1.0,0.802941
15/9-F-15,2379.5736,,Grid Fm,89.6071,0.0,0.4293,0.661904,0.678486,0.0563533,1.7988,1.0,0.812156
15/9-F-15,2379.726,,Grid Fm,86.6805,0.0,0.4473,0.661912,0.957595,0.0646808,1.7988,1.0,0.784397
15/9-F-15,2379.8784,,Grid Fm,84.332,0.0,0.5264,0.661919,1.22441,0.0713632,1.7988,1.0,0.762123
15/9-F-15,2380.0308,,Grid Fm,81.6258,0.0,0.5553,0.661926,1.5819,0.0790633,1.7988,1.0,0.736456
15/9-F-15,2380.1832,,Grid Fm,80.3383,0.0,0.4061,0.661934,1.77156,0.0827267,1.7988,1.0,0.724244
15/9-F-15,2380.3356,,Grid Fm,78.4906,0.0,0.4107,0.661941,2.0666,0.0879843,1.7988,1.0,0.706719
15/9-F-15,2380.488,,Grid Fm,76.3924,0.0,0.4494,0.661948,2.4352,0.0939543,1.7988,1.0,0.686819
15/9-F-15,2380.6404,,Grid Fm,73.5373,0.0,0.701,0.661955,2.99624,0.102078,1.7988,1.0,0.659739
15/9-F-15,2380.7928,,Grid Fm,72.5,0.0,0.7064,0.661963,3.21753,0.10503,1.7988,1.0,0.649901
15/9-F-15,2380.9452,,Grid Fm,76.1957,0.0,0.4502,0.66197,2.47164,0.0945141,1.7988,1.0,0.684953
15/9-F-15,2381.0976,,Grid Fm,83.2769,0.0,0.4602,0.661977,1.35727,0.0743652,1.7988,1.0,0.752116
15/9-F-15,2381.25,,Grid Fm,85.6016,0.0,0.4764,0.661985,1.0753,0.0677508,1.7988,1.0,0.774164
15/9-F-15,2381.4024,,Grid Fm,82.216,0.0,0.4591,0.661992,1.49924,0.0773841,1.7988,1.0,0.742053
15/9-F-15,2381.5548,,Grid Fm,78.1925,0.0,0.5024,0.661999,2.11677,0.0888325,1.7988,1.0,0.703892
15/9-F-15,2381.7072,,Grid Fm,73.6624,0.0,0.4765,0.662007,2.97019,0.101722,1.7988,1.0,0.660925
15/9-F-15,2381.8596,,Grid Fm,72.3928,0.0,0.3468,0.662014,3.24095,0.105335,1.7988,1.0,0.648884
15/9-F-15,2382.012,,Grid Fm,69.639,0.0,0.3733,0.662021,3.87771,0.11317,1.7988,1.0,0.622765
15/9-F-15,2382.1644,,Grid Fm,69.5138,0.0,0.3336,0.662028,3.9083,0.113527,1.7988,1.0,0.621577
15/9-F-15,2382.3168,,Grid Fm,68.5303,0.0,0.3412,0.662036,4.15363,0.116325,1.7988,1.0,0.612249
15/9-F-15,2382.4692,,Grid Fm,68.8879,0.0,0.4604,0.662043,4.06337,0.115308,1.7988,1.0,0.615642
15/9-F-15,2382.6216,,Grid Fm,69.8297,0.0,0.4537,0.66205,3.8314,0.112628,1.7988,1.0,0.624574
15/9-F-15,2382.774,,Grid Fm,71.1649,0.0,0.3895,0.662058,3.51642,0.108829,1.7988,1.0,0.637238
15/9-F-15,2382.9264,,Grid Fm,68.9117,0.0,0.3778,0.662065,4.05742,0.11524,1.7988,1.0,0.615867
15/9-F-15,2383.0788,,Grid Fm,73.6385,0.0,0.3818,0.662072,2.97515,0.10179,1.7988,1.0,0.660699
15/9-F-15,2383.2312,,Grid Fm,74.0558,0.0,0.3868,0.66208,2.88915,0.100603,1.7988,1.0,0.664657
15/9-F-15,2383.3836,,Grid Fm,76.142,0.0,0.4045,0.662087,2.48164,0.094667,1.7988,1.0,0.684443
15/9-F-15,2383.536,,Grid Fm,71.8206,0.0,0.3402,0.662094,3.36765,0.106963,1.7988,1.0,0.643457
15/9-F-15,2383.6884,,Grid Fm,70.4675,0.0,0.3597,0.662102,3.67893,0.110813,1.7988,1.0,0.630623
15/9-F-15,2383.8408,,Grid Fm,71.2006,0.0,0.4076,0.662109,3.50822,0.108727,1.7988,1.0,0.637576
15/9-F-15,2383.9932,,Grid Fm,69.7582,0.0,0.4505,0.662116,3.84873,0.112831,1.7988,1.0,0.623895
15/9-F-15,2384.1456,,Grid Fm,64.9777,0.0,0.4459,0.662123,5.11563,0.126434,1.7988,1.0,0.578555
15/9-F-15,2384.298,,Grid Fm,61.294,0.0,0.6704,0.662131,6.24269,0.136915,1.7988,1.0,0.543616
15/9-F-15,2384.4504,,Grid Fm,65.8778,0.0,0.385,0.662138,4.86049,0.123873,1.7988,1.0,0.587092
15/9-F-15,2384.6028,,Grid Fm,72.6074,0.0,0.4069,0.662145,3.1942,0.104724,1.7988,1.0,0.650919
15/9-F-15,2384.7552,,Grid Fm,76.0586,0.0,0.3597,0.662153,2.49721,0.0949042,1.7988,1.0,0.683653
15/9-F-15,2384.9076,,Grid Fm,73.9723,0.0,0.3562,0.66216,2.90623,0.10084,1.7988,1.0,0.663865
15/9-F-15,2385.06,,Grid Fm,69.8774,0.0,0.382,0.662167,3.81986,0.112492,1.7988,1.0,0.625026
15/9-F-15,2385.2124,,Grid Fm,66.4738,0.0,0.4495,0.662175,4.69584,0.122177,1.7988,1.0,0.592744
15/9-F-15,2385.3648,,Grid Fm,62.0808,0.0,0.5652,0.662182,5.99062,0.134677,1.7988,1.0,0.551078
